City_ID,City,Country,Max Temp,Current Weather Description,Lat,Lng,Hotel Name
377,Concepcion Del Oro,MX,69.31,scattered clouds,24.6333,-101.4167,Hotel Hacienda San Javier
378,Colomi,BO,61.07,few clouds,-17.35,-65.8667,Casa
381,Khor,RU,66.33,broken clouds,47.8861,134.9464,Gostinitsa Deksi
384,Bulaevo,KZ,64.98,overcast clouds,54.9056,70.4439,"Игровой клуб ""ДОМ ИГР Z"""
385,Mbala,ZM,65.14,few clouds,-8.8402,31.3659,Lake Chila Lodge
386,Usuki,JP,76.96,few clouds,33.1081,131.7878,Usukiya
387,Marawi,PH,69.57,overcast clouds,7.9986,124.2928,Derogongan Residence
388,Vardo,NO,60.78,clear sky,70.3705,31.1107,Vardø Hotel AS
390,Terrace,CA,66.11,few clouds,54.5163,-128.6035,Northern Motor Inn
391,Port-Gentil,GA,80.56,scattered clouds,-0.7193,8.7815,Fengshui Residence
392,Soyo,AO,72.95,broken clouds,-6.1349,12.3689,Hospedaria ndozi'ame
393,Zhigansk,RU,65.3,clear sky,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
394,Kauhajoki,FI,62.58,overcast clouds,62.4333,22.1833,Helmin Kortteeri / Kahvila Helmi Saarikoski Oy
395,Lesozavodsk,RU,70.54,overcast clouds,45.4794,133.4244,Hotel Chelyuskina
396,San Vicente,AR,79.5,few clouds,-26.6167,-54.1333,Complejo Turístico Farelluk
397,Padang,ID,77.05,few clouds,-0.9492,100.3543,Mercure Padang
398,Maarianhamina,AX,60.66,broken clouds,60.0973,19.9348,Park Alandia Hotel
399,Zhezkazgan,KZ,79.18,few clouds,47.8043,67.7144,Hotel Zumrat
400,Manado,ID,77.77,scattered clouds,1.487,124.8455,Aryaduta Hotel
402,Pitimbu,BR,82.99,few clouds,-7.4706,-34.8086,Reserva do Abiaí
405,Dingle,PH,76.84,broken clouds,10.9995,122.6711,SEGAYA PROPERTY
406,Uyskoye,RU,62.15,overcast clouds,54.3775,60.0047,Niva
407,Rock Springs,US,76.23,clear sky,41.5875,-109.2029,Homewood Suites by Hilton Rock Springs
409,Kisanga,TZ,76.64,broken clouds,-7.4362,37.7034,
410,Preobrazheniye,RU,69.6,clear sky,42.9019,133.9064,Campsite Orlan
411,Pokhara,NP,72.5,light rain,28.2333,83.9833,OYO 170 Hotel View Point
412,Andra,RU,61.0,overcast clouds,62.5147,65.8878,"Gostinitsa ""Ob'"""
413,Indian Head,US,88.05,haze,38.6001,-77.1622,"Red Carpet Inn Indian Head, MD"
414,Lata,PT,83.48,clear sky,40.1629,-8.3327,Casa Maquia
416,Nyuksenitsa,RU,72.41,scattered clouds,60.4128,44.2397,Sukhona Hotel
417,Haimen,CN,84.09,overcast clouds,23.1935,116.6142,Shantou Chaoyang Donghui Hotel
420,Pangkalanbuun,ID,73.99,extreme rain,-2.6833,111.6167,Grand Kecubung Hotel
421,Kokopo,PG,77.41,broken clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
422,Aketi,CD,74.01,light rain,2.7388,23.7833,
423,Zheleznodorozhnyy,RU,85.55,scattered clouds,55.7503,38.0042,Hotel Dali
424,Peterhead,GB,63.0,overcast clouds,57.5058,-1.7981,Palace Hotel
425,Avera,US,89.55,broken clouds,33.194,-82.5271,
426,Rocky Mountain House,CA,68.81,few clouds,52.3668,-114.9188,Walking Eagle Inn & Lodge
427,Mae Ramat,TH,76.44,clear sky,16.984,98.5166,บ้านโฮ่งโฮมสเตย์ แม่ระมาด ตาก
428,Maamba,ZM,66.76,clear sky,-17.3667,27.15,
430,Tual,ID,78.96,scattered clouds,-5.6667,132.75,Grand Vilia Hotel
431,Solnechnyy,RU,60.06,clear sky,50.7214,136.6319,Hotel complex Pastoral
432,Gull Lake,CA,69.42,clear sky,50.1001,-108.4847,Campbell's Accommodations
433,Sioux Lookout,CA,64.47,broken clouds,50.1001,-91.917,Knobby's Fly-In Camps
435,Chingirlau,KZ,73.35,overcast clouds,51.095,54.0814,Хостыл Аққу
436,Dongzhen,CN,79.61,broken clouds,22.3797,110.9389,茂名中汇时尚酒店
437,Nuevo Progreso,MX,86.54,overcast clouds,23.1667,-97.95,Balneario Rio el Paraiso
439,Idenao,CM,76.37,light rain,4.2475,9.0047,Moland Beach Resort
440,Sinnamary,GF,84.11,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
442,Misratah,LY,87.42,clear sky,32.3754,15.0925,Almasa Hotel
443,Sergeyevka,KZ,64.65,overcast clouds,53.88,67.4158,Amina
445,Naze,JP,79.72,scattered clouds,28.3667,129.4833,Shishime Hotel
446,Kavarskas,LT,63.0,overcast clouds,55.4333,24.9167,Stovyklavietė Vilkatėnai
448,Mantua,IT,88.41,broken clouds,45.1667,10.7833,Hotel la Favorita
450,Santa Paula,US,75.67,overcast clouds,34.3542,-119.0593,Santa Paula Inn
452,Porto Novo,BJ,80.42,light rain,6.4965,2.6036,Tour Eiffel Hotel Benin
453,Mweka,CD,87.06,overcast clouds,-4.85,21.5667,Guest House Boshab
457,Grand Gaube,MU,70.38,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
459,Pingxiang,CN,82.53,few clouds,27.6167,113.85,Haiyuntian Hotel
462,Kahului,US,75.85,broken clouds,20.8947,-156.47,Maui Seaside Hotel
463,Karratha,AU,70.02,clear sky,-20.7377,116.8463,ibis Styles Karratha
464,Mandan,US,73.36,clear sky,46.8267,-100.8896,Twin City Estates
465,Bontang,ID,78.94,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
466,Qui Nhon,VN,80.55,few clouds,13.7667,109.2333,Seagull Hotel
469,Batticaloa,LK,81.1,overcast clouds,7.7102,81.6924,Grand Star Guest House
470,Synya,RU,66.2,scattered clouds,65.3718,58.0387,
471,Ust-Maya,RU,67.17,broken clouds,60.4167,134.5333,
472,Ukiah,US,81.45,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
473,Tete,MZ,77.09,few clouds,-16.1564,33.5867,Zambeze Paraíso Misterioso
474,Manggar,ID,81.05,overcast clouds,-2.8833,108.2667,Guest Hotel
475,Bristol,US,84.67,clear sky,41.8334,-71.1662,
479,Piacabucu,BR,78.93,few clouds,-10.4056,-36.4344,Piaçabuçu News
480,Verkhnyaya Toyma,RU,70.86,overcast clouds,62.2349,44.9985,Gostinitsa
481,Pedernales,DO,84.78,clear sky,18.0384,-71.744,Hotel Costa Marina
482,Turukhansk,RU,62.53,scattered clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
483,Pando,UY,66.6,light rain,-34.7167,-55.95,viviendas mvotma
486,Port Hedland,AU,60.85,clear sky,-20.3167,118.5667,The Esplanade Hotel
487,Plattsburgh,US,81.37,clear sky,44.6995,-73.4529,La Quinta Inn & Suites by Wyndham Plattsburgh
488,Uyemskiy,RU,68.05,broken clouds,64.4743,40.8524,Turkompleks Malyye Karely
489,Vohibinany,MG,62.38,clear sky,-17.35,49.0333,
490,Vila Franca Do Campo,PT,75.61,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
492,Saint-Augustin,CA,68.99,overcast clouds,51.226,-58.6502,
493,Erdaojiang,CN,68.76,clear sky,41.7764,126.0319,Tonggang Hotel
495,Grand-Lahou,CI,78.24,light rain,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
496,Athabasca,CA,68.41,broken clouds,54.7169,-113.2854,Athabasca Lodge Motel
497,Bayonne,FR,75.15,clear sky,43.3333,-1.4167,Hotel Residence Bellevue
499,Peleduy,RU,66.52,light rain,59.6289,112.7406,Гостиница «Уют»
501,Marang,MY,76.93,broken clouds,5.2056,103.2059,DBarakah Homestay
502,Marsabit,KE,70.18,few clouds,2.3284,37.9899,Chicho Hotel
503,Shimoda,JP,77.11,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
504,Coahuayana,MX,86.25,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
506,Pierre,US,76.05,few clouds,44.3683,-100.351,Ramkota Hotel
509,Jijiga,ET,70.84,few clouds,9.35,42.8,RAMAAS HOTEL
510,Newport,GB,71.26,overcast clouds,51.5877,-2.9984,ibis budget Newport
511,Maceio,BR,78.24,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
512,Ghanzi,BW,70.11,clear sky,-21.5667,21.7833,Ghanzi Farmhouse
514,Saint-Francois,FR,80.04,clear sky,46.4154,3.9054,Manoir Du Bonheur
515,Nizhniy Kuranakh,RU,63.88,clear sky,58.8353,125.4869,Park Pobedy
516,Kirando,TZ,74.82,few clouds,-7.4167,30.6,"Lake Shore Lodge, Tanganyika"
517,Hoganas,SE,64.8,broken clouds,56.1997,12.558,The hotel and Co.
518,Nevel,RU,61.48,overcast clouds,56.0209,29.9284,Uyut
520,Vilhena,BR,86.22,clear sky,-12.7406,-60.1458,Hotel Mirage
521,Xiamen,CN,86.05,broken clouds,24.4798,118.0819,Xiamen Dongchen Hotel
522,Kulhudhuffushi,MV,81.82,scattered clouds,6.6221,73.07,Haajy Guest House 1
523,Celestun,MX,86.22,clear sky,20.8667,-90.4,Posada Lilia
525,Las Cruces,US,80.71,broken clouds,32.3123,-106.7783,SpringHill Suites by Marriott Las Cruces
526,Conde,BR,81.86,broken clouds,-7.2597,-34.9075,Pousada Beija Flor
527,Bosaso,SO,88.57,broken clouds,11.2842,49.1816,Red Sea Hotel
529,Upington,ZA,71.98,clear sky,-28.4478,21.2561,River Place Manor
532,Passo Fundo,BR,66.45,clear sky,-28.2628,-52.4067,Maitá Palace Hotel
533,Kannangad,IN,78.87,light rain,12.3081,75.1063,Hotel Landmark
534,Polunochnoye,RU,60.62,clear sky,60.8697,60.4153,
535,Brodokalmak,RU,67.1,broken clouds,55.5748,62.082,Stoybishche. Lesnaya Stoyanka
536,Beroroha,MG,74.91,clear sky,-21.6667,45.1667,
537,Bay Roberts,CA,69.55,overcast clouds,47.5999,-53.2648,Stonewall Inn
538,Ferrol,ES,75.09,clear sky,43.4832,-8.2369,Hotel Spa Sercotel Odeón
539,Talnakh,RU,62.24,overcast clouds,69.4865,88.3972,Talnakh Hotel
541,Alpena,US,70.18,overcast clouds,45.0617,-83.4327,Days Inn by Wyndham Alpena
542,Merauke,ID,76.42,overcast clouds,-8.4667,140.3333,
543,Tres De Maio,BR,74.73,broken clouds,-27.7733,-54.24,Hotel SABOR e ACONCHEGO
544,Amapa,BR,83.79,scattered clouds,1.0,-52.0,
545,Kavieng,PG,82.13,broken clouds,-2.5744,150.7967,Nusa Island Retreat
546,Niimi,JP,74.39,overcast clouds,34.9833,133.4667,備中路
547,Black River,JM,85.86,few clouds,18.0264,-77.8487,Idlers' Rest Beach Hotel
548,Onega,RU,71.04,overcast clouds,63.9061,38.1404,Lunny Kot Guest House
550,Nabire,ID,75.6,overcast clouds,-3.3667,135.4833,Hotel Nusantara I
551,Skeldon,GY,84.4,scattered clouds,5.8833,-57.1333,Classic International Hotel & Suites
552,Tulum,MX,88.38,broken clouds,20.2167,-87.4667,Kin Ha Tulum
553,Haileybury,CA,70.38,overcast clouds,47.449,-79.6373,Haileybury Beach Motel
556,Kaspiyskiy,RU,77.14,light rain,45.3929,47.3707,"Gostinitsa ""Gostevoy Dvor"""
557,Bondoukou,CI,80.98,overcast clouds,8.0333,-2.8,Prestige Hotel
558,Bandarbeyla,SO,77.34,overcast clouds,9.4942,50.8122,JABIR HOTEL
559,Tadine,NC,68.68,clear sky,-21.55,167.8833,
561,Bitung,ID,77.85,overcast clouds,1.4451,125.1824,K2 Lembeh
564,Mirabela,BR,78.93,clear sky,-16.2628,-44.1644,Hotel e Restaurante Barril
565,Terme,TR,80.53,clear sky,41.2092,36.9739,OTEL GÜVEN TERME
566,Puerto Escondido,MX,79.63,scattered clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
567,Diffa,NE,87.19,light rain,13.3154,12.6113,ProDAF/Diffa
568,Kelvington,CA,60.46,scattered clouds,52.1667,-103.5343,Sportsman Motel
570,Erzin,TR,84.47,clear sky,36.9559,36.2,Artemis Otel
571,Panama City,PA,87.17,scattered clouds,8.9936,-79.5197,Trump International Hotel & Tower Panama
572,Vostok,RU,62.31,broken clouds,46.4856,135.8833,
574,Kadoma,JP,84.2,broken clouds,34.7333,135.5833,Hotel Agora Osaka Moriguchi
575,Luganville,VU,77.41,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
576,Scarborough,GB,69.37,overcast clouds,54.2797,-0.4044,The Grand Hotel Scarborough
577,Lagoa,PT,73.78,broken clouds,39.05,-27.9833,Casa Das Faias
578,Kutum,SD,77.76,light rain,14.2,24.6667,Dibbo areaمنطقة دبو
579,Yumen,CN,82.15,few clouds,40.2833,97.2,
580,Oktyabrskiy,RU,68.95,overcast clouds,54.4815,53.471,Гостиница Октябрьская
581,Joshimath,IN,71.22,overcast clouds,30.5667,79.5667,Shivalik Camps & Resort
583,Puerto Armuelles,PA,80.58,scattered clouds,8.2833,-82.8667,Big Daddy's Beach Club & Hotel
584,Vetapalem,IN,83.19,broken clouds,15.7833,80.3167,Lelavathi hotel
586,Tomatlan,MX,82.99,overcast clouds,19.9333,-105.25,El Salvial
587,Salekhard,RU,60.62,clear sky,66.53,66.6019,Hotel 89
589,Ridgecrest,US,89.65,broken clouds,35.6225,-117.6709,SpringHill Suites by Marriott Ridgecrest
590,Chifeng,CN,69.84,light rain,42.2683,118.9636,Junyu Tiancheng Hotel
591,Gaogou,CN,77.74,few clouds,34.0175,119.1886,GreenTree Inn JiangSu Huaian Gaogou Town First Street Shell Hotel
592,Takhtamygda,RU,63.59,overcast clouds,54.1,123.5667,
593,Mansa,IN,88.48,broken clouds,29.9833,75.3833,STARiHOTEL Mansa
595,Caravelas,BR,76.75,scattered clouds,-17.7125,-39.2481,Pousada dos Navegantes
596,Deer Lake,CA,71.46,broken clouds,49.1667,-57.4316,"Holiday Inn Express Deer Lake, an IHG Hotel"
597,San Ignacio,BZ,77.14,broken clouds,17.1561,-89.0714,Rainforest Haven Inn
598,Ojinaga,MX,83.35,clear sky,29.5667,-104.4167,Suites Las Palmas
599,Luangwa,ZM,70.25,clear sky,-15.6167,30.4167,Gerasimos Safari Lodge
600,Pilar,BR,76.93,overcast clouds,-9.5972,-35.9567,Pousada e churrascaria Manguaba
601,Porto Seguro,BR,77.52,few clouds,-16.4497,-39.0647,Porto Cálem Praia Hotel
602,Malakal,SS,73.9,moderate rain,9.5334,31.6605,Nile Palace Hotel
603,Ust-Tsilma,RU,73.06,scattered clouds,65.441,52.1498,U Praskov'i
605,Linqiong,CN,76.82,overcast clouds,30.4159,103.4609,Tianlun Tanxianglou Hotel
607,Esmeraldas,BR,73.51,clear sky,-19.7625,-44.3139,Forasteiro Pousada
608,Avallon,FR,81.14,scattered clouds,47.4833,3.9,Hotel d'Avallon Vauban
609,Le Port,RE,70.61,scattered clouds,-20.9373,55.2919,KORBEY D'OR OUEST
610,Ibra,OM,83.35,scattered clouds,22.6906,58.5334,مزرعة راحة النفوس المنزفة
611,Saquena,PE,87.48,scattered clouds,-4.6667,-73.5167,
612,Altar,MX,83.21,overcast clouds,30.7,-111.8167,Hotel Maria Elena
613,Qujing,CN,62.62,overcast clouds,25.4833,103.7833,Yulong Hotel
614,Yinchuan,CN,80.24,clear sky,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
615,Linxia,CN,62.31,clear sky,35.6003,103.2064,GreenTree Inn Linxia Autonomous Prefecture Linxia Oxford River Avenue Express Hotel
617,Pathein,MM,80.82,few clouds,16.7833,94.7333,Pathein Hotel
618,Hay River,CA,71.58,broken clouds,60.8156,-115.7999,Ptarmigan Inn
619,Isangel,VU,68.11,scattered clouds,-19.55,169.2667,Tanna Lodge
620,Lichuan,CN,66.97,broken clouds,30.3,108.85,Yuanlai Homestay
621,Porto Walter,BR,89.76,clear sky,-8.2686,-72.7439,Hotel Silva
623,Susaki,JP,78.42,broken clouds,33.3667,133.2833,Awa
624,Acapulco,MX,78.62,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
627,Goderich,CA,74.91,broken clouds,43.7501,-81.7165,Harmony Inn
628,Tsiroanomandidy,MG,69.39,few clouds,-18.7667,46.0333,Hotel Ravinala
629,Mende,FR,73.54,clear sky,44.6667,3.5,Le Plateau du Roy
632,Slobozia Bradului,RO,83.17,broken clouds,45.5,27.05,Stoinoiu
633,Tagab,AF,82.9,few clouds,34.855,69.6492,
635,Paramonga,PE,66.45,scattered clouds,-10.6667,-77.8333,"Av Douglas Stephen, Los Chalets Paramonga, Lima, Perú"
636,Niquelandia,BR,87.12,clear sky,-14.4739,-48.4597,Hotel Suinã
637,Parainen,FI,63.48,overcast clouds,60.3067,22.301,Hotell Kalkstrand
638,Uruacu,BR,88.14,clear sky,-14.5247,-49.1408,Cassius Hotel
640,Lucea,JM,87.66,few clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
641,Cap-Aux-Meules,CA,75.25,scattered clouds,47.3821,-61.8597,Auberge Madeli
643,Bella Union,UY,78.93,broken clouds,-30.2752,-57.6007,Saville Free Shop
644,Hualmay,PE,66.38,few clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
645,Zhaotong,CN,62.64,overcast clouds,27.3167,103.7167,Jingguan Home
647,Hastinapur,IN,87.13,overcast clouds,29.1667,78.0167,OYO 88468 Y S Hotel & Restaurant
648,Harper,LR,75.54,light rain,4.375,-7.7169,Screensaver
649,Biak,ID,74.93,overcast clouds,-0.9131,122.8766,Penginapan Kim
651,Paoua,CF,73.69,light rain,7.2427,16.4406,Quartier Paoua Elien
652,Salinopolis,BR,84.43,few clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
653,Pahalgam,IN,62.83,moderate rain,34.0333,75.3333,Grand Mumtaz Resorts Pahalgam
655,Yuzhno-Kurilsk,RU,62.94,overcast clouds,44.0306,145.8556,Guesthouse Berloga
656,Itarema,BR,86.81,few clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
657,Qeshm,IR,87.69,moderate rain,26.9581,56.2719,Qeshm Kavan Hotel
658,Ixtapa,MX,82.22,overcast clouds,20.7,-105.2,hotel la terminal
659,Sao Paulo Do Potengi,BR,80.71,scattered clouds,-5.895,-35.7628,Pousada Santa Clara
660,Hailey,US,77.79,clear sky,43.5196,-114.3153,Wood River Inn & Suites
661,Igarka,RU,60.28,light rain,67.4667,86.5833,"Zapolyar'ye, Gostinitsa"
662,Mahajanga,MG,75.22,few clouds,-15.7167,46.3167,Hôtel Restaurant Gourmand Coco Lodge Majunga
663,Ushtobe,KZ,89.47,scattered clouds,45.2514,77.9838,"Gostinitsa ""Diyar"""
664,San Quintin,MX,69.49,overcast clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
665,La Palma,US,74.71,haze,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
667,Oistins,BB,82.49,broken clouds,13.0667,-59.5333,Butterfly Beach Hotel
668,Rabo De Peixe,PT,74.71,few clouds,37.8,-25.5833,Quinta das Giestas
671,Luau,AO,78.71,broken clouds,-10.7073,22.2247,Kimbo Hotel
672,Selkirk,CA,64.09,broken clouds,50.1436,-96.8845,Canalta Hotel Selkirk
673,Chapais,CA,69.58,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
674,Pakxe,LA,77.77,overcast clouds,15.1167,105.7833,Champasak Palace Hotel
675,Joensuu,FI,70.29,clear sky,62.6012,29.7632,Original Sokos Hotel Kimmel
678,Payakumbuh,ID,69.84,broken clouds,-0.2202,100.6308,Dalimo Homestay
681,Cabinda,AO,77.14,broken clouds,-5.55,12.2,Hotel Maiombe
682,Kandrian,PG,77.79,broken clouds,-6.2167,149.55,Kandrian Station
685,Yanam,IN,79.68,scattered clouds,16.7333,82.2167,The Regency Hotel
690,Meiganga,CM,71.46,light rain,6.5167,14.3,DFR HOUSE
691,Huaiyin,CN,79.5,scattered clouds,33.5886,119.0192,锦江之星
692,Sulangan,PH,84.99,light rain,11.1373,123.7228,Maia's Beach Resort
693,Kirakira,SB,77.86,broken clouds,-10.4544,161.9205,SanBiz Lodge
694,Watertown,US,84.25,clear sky,42.3709,-71.1828,16 Washburn Street Watertown MA
696,Lodeynoye Pole,RU,68.68,overcast clouds,60.726,33.5531,Svir Mini-Hotel
698,Hobyo,SO,77.23,overcast clouds,5.3505,48.5268,Iftin hotel hobyo
699,Jumla,NP,63.25,overcast clouds,29.2747,82.1838,Royal Garden Hotel
702,Santa Maria Da Boa Vista,BR,83.95,broken clouds,-8.8078,-39.8256,Fênix Hotel e Restaurante
703,Port Moresby,PG,76.42,broken clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
705,Sembe,CG,79.36,overcast clouds,1.6481,14.5806,
707,Ganserndorf,AT,78.57,light rain,48.3392,16.7202,Restaurant und Privatzimmer Leons Silberwald
711,Hovd,MN,63.14,overcast clouds,48.0056,91.6419,Hotel Khovd
713,Tukrah,LY,83.93,clear sky,32.5341,20.5791,Lagrota restaurant
714,Warwick,US,85.01,broken clouds,41.7001,-71.4162,Hampton Inn & Suites Providence/Warwick-Airport
716,Paita,PE,69.39,scattered clouds,-5.0892,-81.1144,Hotel Náutico de Paita
717,Banda Aceh,ID,79.41,moderate rain,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
